Company_Name,Location,Sector,Amount ($),Stage,Year
PharmEasy,Mumbai,Lifestyle,80000000.0,series c,2018-01-01
Licious,Bangalore,Transport,25000000.0,series c,2018-01-01
Stanza Living,Delhi,Lifestyle,10658000.0,unstaged,2018-01-01
docturnal,Hyderabad,Health,913500.0,seed,2018-01-01
Bounce (Metro Bikes),Bangalore,Transport,3000000.0,unstaged,2018-01-01
Technology 9 Labs (T9L),Delhi,Technology,5000000.0,unstaged,2018-01-01
Goals101,Delhi,Finance,3500000.0,seed,2018-01-01
Satya MicroCapital,Delhi,Finance,5840000.0,unstaged,2018-01-01
Ummeed Housing Finance Private Limited,Gurugram,Finance,8760000.0,series c,2018-01-01
StockEdge,Kolkata,Business Intelligence,1100000.0,seed,2018-01-01
Sequretek,Mumbai,Technology,3700000.0,unstaged,2018-01-01
Avenues Payments India Pvt. Ltd.,Mumbai,Technology,1300000.0,unstaged,2018-01-01
Qbera,Bangalore,Finance,2044000.0,unstaged,2018-01-01
Urban Ladder,Bangalore,Lifestyle,5600000.0,unstaged,2018-01-01
Planet11 eCommerce Solutions India (Avenue11),Bangalore,Technology,3796000.0,unstaged,2018-01-01
DailyNinja,Bangalore,Technology,5000000.0,series a,2018-01-01
Iba Halal Care,Ahmedabad,Technology,2190000.0,series a,2018-01-01
Knocksense,Lucknow,Telecommunication,913500.0,seed,2018-01-01
Togedr,Gurugram,Technology,5000000.0,unstaged,2018-01-01
Parkwheels,Gurugram,Technology,175200.0,seed,2018-01-01
ShareChat,Bangalore,Business Intelligence,99230000.0,series c,2018-01-01
Cyclops Medtech,Bangalore,Health,1000000.0,seed,2018-01-01
Livspace,Bangalore,Lifestyle,70000000.0,series c,2018-01-01
NewsBytes,Gurugram,Telecommunication,1000000.0,seed,2018-01-01
Leena AI,Gurugram,Business Intelligence,2000000.0,seed,2018-01-01
Max Healthcare,Delhi,Business Intelligence,5000000.0,unstaged,2018-01-01
GoBolt,Delhi,Transport,5840000.0,unstaged,2018-01-01
GoGaga,Bangalore,Business Intelligence,40000.0,unstaged,2018-01-01
Mate Labs,Bangalore,Technology,550000.0,seed,2018-01-01
Furlenco,Bangalore,Lifestyle,32000000.0,series c,2018-01-01
Ola,Kormangala,Transport,50000000.0,unstaged,2018-01-01
DocPrime,Gurugram,Finance,50000000.0,unstaged,2018-01-01
CLP India Pvt. Ltd.,Mumbai,Energy,365000000.0,maturity,2018-01-01
Xplorabox,Noida,Health,913500.0,seed,2018-01-01
Myra,Bangalore,Health,127750.0,unstaged,2018-01-01
Vokal,Bangalore,Business Intelligence,1500000.0,series a,2018-01-01
Kissht,Mumbai,Finance,30000000.0,series c,2018-01-01
Upwards Fintech,Mumbai,Finance,5000000.0,series a,2018-01-01
Bon(Bonfleet Solutions),Pune,Finance,1138800.0,seed,2018-01-01
Mamaearth,Gurugram,Health,4000000.0,series a,2018-01-01
BabyChakra,Mumbai,Health,17000000.0,series b,2018-01-01
Belstar Investment and Finance Private Limited,Chennai,Finance,28000000.0,unstaged,2018-01-01
Naaptol,Mumbai,Technology,15000000.0,unstaged,2018-01-01
Moonshine Meadery,Pune,Technology,913500.0,seed,2018-01-01
Verzeo,Bangalore,Technology,5000000.0,series a,2018-01-01
Haazri,Mumbai,Technology,182500.0,seed,2018-01-01
Connect India,Delhi,Transport,913500.0,seed,2018-01-01
Flyrobe,Mumbai,Beauty & Fashion,3854400.0,series b,2018-01-01
Scholify,Bangalore,Technology,1100000.0,bridge,2018-01-01
Dream11,Mumbai,Technology,100000000.0,series d,2018-01-01
srJna,Jaipur,Technology,913500.0,seed,2018-01-01
Nykaa,Mumbai,Beauty & Fashion,16498000.0,maturity,2018-01-01
Chaayos,Delhi,Technology,11826000.0,series b,2018-01-01
Heelium,Pune,Lifestyle,913500.0,seed,2018-01-01
LT Foods,Delhi,Technology,20440000.0,maturity,2018-01-01
Multibashi,Bangalore,Technology,146000.0,seed,2018-01-01
Cleardekho,Ghaziabad,Beauty & Fashion,5000000.0,unstaged,2018-01-01
Dailyhunt,Bangalore,Telecommunication,6000000.0,series e,2018-01-01
SlicePay,Bangalore,Finance,14900000.0,series a,2018-01-01
Udaan,Bangalore,Business Intelligence,225000000.0,series c,2018-01-01
Happyeasygo Group,Gurugram,Lifestyle,5000000.0,series a,2018-01-01
Mombay,Mumbai,Technology,7500.0,seed,2018-01-01
Droni Tech,Mumbai,Technology,511000.0,seed,2018-01-01
Netmeds,Chennai,Health,35000000.0,series c,2018-01-01
